MID,IncidentID,SourceName,Date,SourceInfo
4095,4095049,UPI,10/26/98,10/26/98
4095,4095049,BBC,10/26/98,10/26/98
4095,4095049,XGNS,10/25/98,10/25/98
4095,4095051,AFP,10/24/98,10/24/98
4095,4095051,AFP,10/25/98,10/25/98
4095,4095050,AFP,10/24/98,10/24/98
4095,4095050,AFP,10/25/98,10/25/98
4095,4095053,BBC,3/18/99,3/18/99
4095,4095057,AFP,10/7/99,10/7/99
4095,4095057,AFP,10/7/99,10/7/99
4095,4095056,AFP,10/7/99,10/7/99
4095,4095056,AFP,10/8/99,10/8/99
4095,4095055,BBC,10/8/99,10/8/99
4095,4095058,BBC,11/27/99,11/27/99
4095,4095058,BBC,11/27/99,11/27/99
4095,4095059,BBC,2/9/00,2/9/00
4095,4095060,XGNS,7/3/00,7/3/00
4095,4095060,AFP,7/3/00,7/3/00
4095,4095061,XGNS,7/17/00,7/17/00
4095,4095061,BBC,7/17/00,7/17/00
4095,4095061,BBC,7/19/00,7/19/00
4095,4095061,BBC,7/20/00,7/20/00
4095,4095062,BBC,7/20/00,7/20/00
4095,4095065,AP,10/20/00,10/20/00
4095,4095065,AFP,10/20/00,10/20/00
4095,4095065,AFP,10/21/00,10/21/00
4095,4095065,LONDT,10/23/00,10/23/00
4095,4095066,AP,10/20/00,10/20/00
4095,4095066,AFP,10/20/00,10/20/00
4095,4095066,AFP,10/21/00,10/21/00
4095,4095066,LONDT,10/22/00,10/22/00
4095,4095063,BBC,11/6/00,11/6/00
4095,4095064,BBC,11/6/00,11/6/00
4095,4095067,AFP,11/17/00,11/17/00
4095,4095067,AFP,11/21/00,11/21/00
4095,4095068,BBC,4/24/01,4/24/01
4095,4095068,BBC,4/26/01,4/26/01
4095,4095069,BBC,4/24/01,4/24/01
4095,4095069,BBC,4/26/01,4/26/01
4095,4095070,BBC,7/17/01,7/17/01
4095,4095071,BBC,7/20/01,7/20/01
4095,4095011,BBC,1/14/97,"d1/14/1997, Part 2: EE/D2816/B"
4095,4095022,BBC,9/12/97,"d9/12/97, Part 2: EE/D3022/B"
4095,4095026,FBIS,10/14/97,"d10/14/97, WEU-97-287"
4095,4095026,FOF,11/6/97,"d11/6/97, Vol.57, #2970, p.819"
4095,4095026,LONDIND,10/17/97,"d10/17/97, News, p.12"
4095,4095026,FBIS,10/13/97,"d10/13/97, WEU-97-286"
4095,4095026,FBIS,10/20/97,"d10/20/97, WEU-97-293"
4095,4095023,M2 Presswire,10/22/97,d10/22/97
4095,4095024,M2 Presswire,10/22/97,d10/22/97
4095,4095025,M2 Presswire,10/22/97,d10/22/97
4095,4095027,M2 Presswire,10/22/97,d10/22/97
4095,4095012,TASS,1/10/97,d1/10/97
4095,4095012,UPI,1/10/97,"d1/10/97, BC Cycle, International"
4095,4095012,XGNS,1/10/97,"d1/10/97, Item # 0110202"
4095,4095012,AP,1/10/97,"d1/10/97, PM Cycle, International News"
4095,4095012,Calgary Herald,1/10/97,"d1/10/97, Final Edition, News, p.A8"
4095,4095012,LONGD,1/10/97,"d1/10/97, Foreign page, p.16"
4095,4095012,FOF,1/16/97,"d1/16/97, Vol.57, # 2928, p22"
4095,4095012,LONFT,1/10/97,"d1/10/97, London Edition, Shorts, p.01"
4095,4095012,Herald (Glasgow),1/10/97,"d1/10/97, p.12"
4095,4095012,LONFT,1/10/97,"d1/10/97, London Edition, News, Europe, p.02"
4095,4095012,AFP,1/10/97,"d1/10/97, International News"
4095,4095012,TSTAR,1/11/97,"d1/11/97, Second Edition, News, p.A14"
4095,4095013,UPI,1/24/97,"d1/24/97, BC Cycle, International"
4095,4095015,XGNS,2/24/97,"d2/24/97, Item # 0224303"
4095,4095016,FBIS,3/20/97,"d3/20/97, WEU-97-079"
4095,4095017,FBIS,4/2/97,"d4/2/97, WEU-97-092"
4095,4095019,M2 Presswire,6/18/97,d6/18/97
4095,4095031,M2 Presswire,1/19/98,d1/19/98
4095,4095037,KEES,6/19/98,"d6/98, v44, #6, p42354"
4095,4095037,AFP,6/16/98,"d6/16/98, International News"
4095,4095037,AFP,6/18/98,"d6/18/98, 8:36 GMT, International News"
4095,4095037,AFP,6/18/98,"d6/18/98, 9:51 GMT, International News"
4095,4095037,AFP,6/18/98,"d6/18/98, 16:01 GMT, International News"
4095,4095037,AFP,6/18/98,"d6/18/98, 20:02 GMT, International News"
4095,4095037,AP,6/18/96,"d6/18/96, AM cycle, International News"
4095,4095037,AFP,6/19/98,"d6/19/98, International News"
4095,4095037,ITIMES,6/19/98,"d6/19/98, City Edition, World News, p11"
4095,4095037,LONFT,6/19/98,"d6/19/98, London Edition, Europe, p4"
4095,4095037,LONTIMS,6/19/98,"d6/19/98, Overseas News"
4095,4095037,BBC,6/22/98,d6/22/98
4095,4095037,FOF,9/3/98,"d9/3/98, v58, #3013, p615"
4095,4095039,AFP,6/16/98,"d6/16/98, International news"
4095,4095039,AFP,6/18/98,"d6/18/98, 7:45 GMT, International news"
4095,4095039,AFP,6/18/98,"d6/18/98, 8:36 GMT, International news"
4095,4095039,AFP,6/18/98,"d6/18/98, 9:51 GMT, International news"
4095,4095039,AFP,6/18/98,"d6/18/98, 16:01 GMT, International news"
4095,4095039,AFP,6/18/98,"d6/18/98, 20:02 GMT, General news"
4095,4095039,AP,6/18/98,"d6/18/98, AM cycle, International News"
4095,4095039,LONTIMS,6/19/98,"d6/19/98, Overseas news"
4095,4095039,AFP,6/19/98,"d6/19/98, International news"
4095,4095039,ITIMES,6/19/98,"d6/19/98, City Edition, World News, p11"
4095,4095039,XGNS,6/19/98,"d6/19/98, Item #0619294"
4095,4095039,LONFT,6/19/98,"d6/19/98, London Edition, Europe, p4"
4095,4095039,BBC,6/22/98,d6/22/98
4095,4095039,KEES,6/19/98,"d6/98, v44, #6, p42354"
4095,4095039,FOF,9/3/98,"d9/3/98, Europe: Cyprus, p615"
4095,4095040,AFP,6/16/98,"d6/16/98, International news"
4095,4095040,AFP,6/18/98,"d6/18/98, 7:45 GMT, International news"
4095,4095040,AFP,6/18/98,"d6/18/98, 8:36 GMT, International news"
4095,4095040,AFP,6/18/98,"d6/18/98, 9:51 GMT, International news"
4095,4095040,AFP,6/18/98,"d6/18/98, 16:01 GMT, International news"
4095,4095040,AFP,6/18/98,"d6/18/98, 20:02 GMT, General news"
4095,4095040,AP,6/18/98,"d6/18/98, AM cycle, International News"
4095,4095040,LONTIMS,6/19/98,"d6/19/98, Overseas news"
4095,4095040,AFP,6/19/98,"d6/19/98, International news"
4095,4095040,ITIMES,6/19/98,"d6/19/98, City Edition, World News, p11"
4095,4095040,XGNS,6/19/98,"d6/19/98, Item #0619294"
4095,4095040,LONFT,6/19/98,"d6/19/98, London Edition, Europe, p4"
4095,4095040,BBC,6/22/98,d6/22/98
4095,4095040,KEES,6/19/98,"d6/98, v44, #6, p42354"
4095,4095040,FOF,9/3/98,"d9/3/98, Europe: Cyprus, p615"
4095,4095032,AFP,1/23/98,"d1/23/98, International news"
4095,4095032,AFP,1/26/98,"d1/26/98, International news"
4095,4095032,AFP,6/18/98,"d6/18/98, International news"
4095,4095041,XGNS,7/21/98,"d7/21/98, Item #0721298"
4095,4095043,M2 Presswire,10/19/98,d10/19/98
4095,4095045,FBIS,10/21/98,"d10/21/98, FBIS-WEU-98-294"
4095,4095045,AFP,10/21/98,"d10/21/98, International news"
4095,4095045,AFP,10/22/98,"d10/22/98, International news"
4095,4095045,FBIS,10/22/98,"d10/22/98, FBIS-WEU-98-295"
4095,4095045,FBIS,10/23/98,"d10/23/98, FBIS-WEU-98-296"
4095,4095045,BBC,10/24/98,"d10/24/98, Part 2: EE/D3366/B"
4095,4095045,FBIS,10/24/98,"d10/24/98, FBIS-WEU-98-297"
4095,4095045,AFP,10/25/98,"d10/25/98, 15:01 GMT, International news"
4095,4095045,AFP,10/25/98,"d10/25/98, 20:39 GMT, International news"
4095,4095045,AFP,10/25/98,"d10/25/98, 22:28 GMT, International news"
4095,4095045,DPA,10/25/98,"d10/25/98, BC Cycle, International news"
4095,4095045,XGNS,10/25/98,"d10/25/98, Item #1025009"
4095,4095045,FBIS,10/26/98,"d10/26/98, FBIS-WEU-98-299"
4095,4095045,BBC,10/26/98,"d10/26/98, Part 2: EE/D3367/B"
4095,4095045,DPA,10/26/98,"d10/26/98, BC Cycle, International News"
4095,4095045,UPI,10/26/98,"10/26/98, BC Cycle, International"
4095,4095045,AFP,10/26/98,"d10/26/98, International news"
4095,4095045,BBC,10/27/98,"d10/27/98, Part 2: EE/D3368/B"
4095,4095045,Turkish Daily News,10/27/98,d10/27/98
4095,4095045,FBIS,10/30/98,"d10/30/98, FBIS-WEU-98-303"
4095,4095047,FBIS,10/21/98,"d10/21/98, FBIS-WEU-98-294"
4095,4095047,AFP,10/21/98,"d10/21/98, International news"
4095,4095047,AFP,10/22/98,"d10/22/98, International news"
4095,4095047,FBIS,10/22/98,"d10/22/98, FBIS-WEU-98-295"
4095,4095047,FBIS,10/23/98,"d10/23/98, FBIS-WEU-98-296"
4095,4095047,BBC,10/24/98,"d10/24/98, Part 2: EE/D3366/B"
4095,4095047,FBIS,10/24/98,"d10/24/98, FBIS-WEU-98-297"
4095,4095047,AFP,10/25/98,"d10/25/98, 15:01 GMT, International news"
4095,4095047,AFP,10/25/98,"d10/25/98, 20:39 GMT, International news"
4095,4095047,AFP,10/25/98,"d10/25/98, 22:28 GMT, International news"
4095,4095047,DPA,10/25/98,"d10/25/98, BC Cycle, International news"
4095,4095047,XGNS,10/25/98,"d10/25/98, Item #1025009"
4095,4095047,FBIS,10/26/98,"d10/26/98, FBIS-WEU-98-299"
4095,4095047,BBC,10/26/98,"d10/26/98, Part 2: EE/D3367/B"
4095,4095047,DPA,10/26/98,"d10/26/98, BC Cycle, International News"
4095,4095047,UPI,10/26/98,"10/26/98, BC Cycle, International"
4095,4095047,AFP,10/26/98,"d10/26/98, International news"
4095,4095047,BBC,10/27/98,"d10/27/98, Part 2: EE/D3368/B"
4095,4095047,Turkish Daily News,10/27/98,d10/27/98
4095,4095047,FBIS,10/30/98,"d10/30/98, FBIS-WEU-98-303"
4095,4095054,AFP,7/22/99,"7/22/99, International News"
4095,4095052,FBIS,10/30/98,"d10/30/98, FBIS-WEU-98-303"
4095,4095044,DPA,10/25/98,"d10/25/98, BC Cycle, International News"
4095,4095046,DPA,10/25/98,"d10/25/98, BC Cycle, International News"
4096,4096001,BBC,8/28/97,8/28/97
4096,4096001,BBC,11/27/97,11/27/97
4096,4096001,TASS,12/5/97,12/5/97
4096,4096001,TASS,12/6/97,12/6/97
4096,4096001,XGNS,12/8/97,12/8/97
4096,4096001,BBC,12/8/97,12/8/97
4096,4096001,BBC,10/6/97,10/6/97
4096,4096001,TASS,12/23/97,12/23/97
4097,4097001,BBC,3/15/97,3/15/97
4098,4098001,TASS,3/26/96,3/26/96
4100,4100001,NYT,5/7/95,5/7/95 pA12
4100,4100001,BBC,5/10/95,5/10/95
4100,4100002,AP,8/7/95,8/7/95
4100,4100002,BBC,8/1/95,8/1/95
4100,4100002,AFP,8/8/95,8/8/95
4100,4100002,WPOST,8/9/95,8/9/95
4100,4100002,OTTCIT,8/9/95,8/9/95
4100,4100002,LONFT,8/9/95,8/9/95
4100,4100002,Christian Science Monitor,8/9/95,8/9/95
4100,4100002,AFP,8/10/95,8/10/95
4100,4100003,AFP,8/10/95,8/10/95
4100,4100004,DPA,10/17/95,10/17/95
4100,4100004,LONDT,10/19/95,10/19/95 p13
4100,4100004,BBC,10/19/95,10/19/95
4101,4101001,BBC,8/14/95,8/14/95
4101,4101001,MTI,8/14/95,8/14/95
4101,4101001,XGNS,8/14/95,8/14/95
4101,4101001,BBC,8/16/95,8/16/95
4101,4101001,BBC,8/17/95,8/17/95
4101,4101001,Prague Post,8/23/95,8/23/95
4101,4101001,MTI,11/20/95,11/20/95
4101,4101002,XGNS,8/24/95,8/24/95
4101,4101002,AFP,8/24/95,8/24/95
4101,4101002,XGNS,8/25/95,8/25/95
4101,4101002,MTI,8/25/95,8/25/95
4101,4101002,AFP,8/25/95,8/25/95
4101,4101002,MTI,10/8/95,10/8/95
4101,4101002,MTI,11/20/95,11/20/95
4102,4102001,BBC,8/14/95,8/14/95
4102,4102001,MTI,8/14/95,8/14/95
4102,4102001,XGNS,8/14/95,8/14/95
4102,4102001,BBC,8/16/95,8/16/95
4102,4102001,BBC,8/17/95,8/17/95
4102,4102001,Prague Post,8/23/95,8/23/95
4102,4102001,MTI,11/20/95,11/20/95
4102,4102002,XGNS,8/24/95,8/24/95
4102,4102002,AFP,8/24/95,8/24/95
4102,4102002,XGNS,8/25/95,8/25/95
4102,4102002,MTI,8/25/95,8/25/95
4102,4102002,AFP,8/25/95,8/25/95
4102,4102002,MTI,10/8/95,10/8/95
4102,4102002,MTI,11/25/95,11/25/95
4103,4103001,XGNS,1/10/94,1/10/94
4103,4103001,UPI,1/10/94,1/10/94
4103,4103001,AFP,1/11/94,1/11/94
4104,4104001,Japanese Economic Newswire,6/16/94,6/16/94
4105,4105001,Baltic New Service,4/5/95,4/5/95
4106,4106001,Polish News Bulletin,6/21/93,6/21/93
4107,4107001,LONTIMS,3/15/97,"Overseas News, March 15, 1997. Saturday (L/N)"
4107,4107001,AFP,3/20/97,3/20/97.  International News.
4107,4107001,BBC,3/22/97,3/22/97.  Part 2 EE/D2874/C
4108,4108001,BBC,3/27/97,3/27/97
4109,4109001,BBC,10/23/96,10/23/96
4109,4109001,BBC,10/23/96,10/23/96
4110,*,Interfax News,6/8/98,6/8/98
4111,4111001,BBC,7/31/98,7/31/98
4111,4111001,BBC,8/1/98,8/1/98
4111,4111001,BBC,8/4/98,8/4/98
4111,4111001,BBC,8/5/98,8/5/98
4111,4111001,WPS,8/7/98,8/7/98
4111,4111001,XGNS,8/6/98,8/6/98
4112,*,MEMIR,11/30/94,"d11/30/94, Gulf, v08, #232"
4112,*,DPA,11/30/94,"d11/30/94, International News"
4112,*,MEMIR,12/2/94,"d12/2/94, Gulf, v08, #234"
4112,*,XGNS,12/5/94,"d12/5/94, Item #1205163"
4113,4113001,XGNS,11/6/94,"d11/6/94, Item #1106081"
4113,4113001,AP,11/6/94,"d11/6/94, AM Cycle, International News"
4113,4113001,UPI,11/7/94,"d11/7/94, BC Cycle, International"
4113,4113001,LONGD,11/7/94,"d11/7/94, Guardian Foreign Page, p8"
4113,4113001,BBC,11/8/94,"d11/8/94, Part 4: ME/2147/MED"
4113,4113001,AP,11/9/94,"d11/9/94, AM Cycle, International News"
4114,4114002,Kees,12/19/94,"d12/94, v40, #12, p40338, c1"
4114,4114002,DPA,12/8/94,"d12/8/94, BC Cycle, International News"
4114,4114002,UPI,12/8/94,"d12/8/94, BC Cycle, International"
4114,4114002,BBC,12/10/94,"d12/10/94, Part 4: ME/2175/MED"
4114,4114002,AP,12/12/94,"d12/12/94, AM Cycle, International News"
4114,4114002,Middle East Economic Digest,12/23/94,"d12/23/94, News, p18"
4114,4114002,Middle East Economic Digest,12/23/94,"d12/23/94, News, p21"
4114,4114003,MEMIR,1/3/95,"d1/3/95, Gulf, v9, #1"
4114,4114003,BBC,1/4/95,"d1/4/95, Part 4: ME/2192/MED"
4114,4114003,XGNS,1/5/95,"d1/5/95, Item #0105104"
4114,4114003,Middle East Economic Digest,1/13/95,"d1/13/95, News, p34"
4114,4114004,LONTIMS,1/15/95,"d1/15/95, Overseas news"
4114,4114004,DPA,1/17/95,"d1/17/95, BC Cycle, International News"
4114,4114004,DPA,1/26/95,"d1/26/95, BC Cycle, International News"
4114,4114004,MEMIR,1/27/95,"d1/27/95, Saudi Arabia, Yemen, v9, #19"
4114,4114005,LONTIMS,1/15/95,"d1/15/95, Overseas news"
4114,4114005,DPA,1/26/95,"d1/26/95, BC Cycle, International News"
4114,4114007,AP,1/15/95,"d1/15/95, AM cycle, International News"
4114,4114007,The Gazette (Montreal),1/16/95,"d1/16/95, Final Edition, pB1"
4114,4114006,AP,1/15/95,"d1/15/95. AM cycle, International News"
4114,4114006,The Gazette (Montreal),1/16/95,"d1/16/95, Final Edition, pB1"
4114,4114008,DPA,1/26/95,"d1/26/95, BC Cycle, International News"
4114,4114008,XGNS,1/27/95,"d1/27/95, Item #0127116"
4114,4114008,LONTIMS,1/27/95,"d1/27/95, Overseas news"
4114,4114008,MEMIR,1/27/95,"1/27/95, Saudi Arabia, Yemen, v9, #19"
4114,4114008,XGNS,1/28/95,"1/28/95, item #0128113"
4114,4114008,UPI,1/28/95,"d1/28/95, BC cycle, International"
4114,4114008,BBC,1/30/95,"d1/30/95, Part 4: ME/2214/MED"
4114,4114001,AFP,10/23/94,10/23/94
4116,4116001,AP,1/7/94,1/7/94
4116,4116001,New York Times,1/7/94,"1/7/94 Sec. A, Page 8, Col. 5"
4116,4116001,Toronto Star,1/7/94,Lexis-Nexis 1/7/94
4116,4116001,Agence France-Presse,1/7/94,1/7/94 (BBC translation 1/8/94)
4117,4117001,African News Service,10/22/97,Lexus-Nexis 10/22/97
4117,4117001,Xinhua News Agency,11/14/97,L-N 11/14/97
4117,4117002,Xinhua News,1/15/98,LN 1-15-98
4117,4117002,BBC,1/15/98,1/15/98
4117,4117002,Deutsche Press Agrenture,1/17/98,1/17/98
4117,4117002,Deutsche,1/20/98,1/20/98
4117,4117002,Xinhua,1/23/98,1/23/98
4117,4117002,BBC,1/29/98,1/29/98
4117,4117003,Deutsche Press Agente,4/22/98,LN 4-22-98
4117,4117003,Xinhua,5/7/98,5/7/98
4117,4117003,Deutsche,5/7/98,5/7/98
4118,4118001,BBC,6/19/95,"June 19, 1995, Monday; AL/2333/A; quoting: Radio Burundi, Bujumbura; 1100gmt, 16 Jun 95"
4118,4118002,INTPS,11/3/95,"November 3, 1995, Friday; ""Tanzania waves sabre over Burundi"""
4119,4119001,Kessings Record of World Events,1/19/94,News Digest 1/94 pg. 39799
4119,4119001,Inter Press Service,1/7/94,1/7/94
4119,4119001,Voice of Nigeria,1/7/94,1/7/94 (BBC translation 1/8/94)
4119,4119001,Agence France-Presse,1/7/94,1/7/94 (BBC translation 1/10/94)
4119,4119001,Voice of Nigeria,1/9/94,1/9/94 (BBC translation 1/11/94)
4119,4119002,BBC,2/11/94,2/11/94
4119,4119002,AP,2/16/94,2/16/94
4119,4119004,AP,2/20/94,2/20/94
4119,4119004,AP,2/21/94,2/21/94
4119,4119004,Inter Press Service,2/25/94,2/25/94
4119,4119004,Inter Press Service,2/28/94,2/28/94
4119,4119005,Radio Nigeria,5/12/94,5/12/94 (BBC translation 5/14/94).
4119,4119005,Radio France Internationale,5/14/94,5/14/94 (BBC translation 5/17/94).
4119,4119005,"Africa No 1 radio, Libreville",5/18/94,5/18/94 (BBC translation 5/20/94).
4119,4119006,Inter Press Service,9/15/94,9/15/94
4119,4119006,AP,9/15/94,9/15/94
4119,4119006,Kessings News Digest,9/19/94,Sept 1994 pg. 40170
4119,4119007,Xinhua News Agency,11/27/94,11/27/94
4119,4119007,BBC,12/8/94,12/8/94
4119,4119003,AP,2/16/94,2/16/94
4121,4121001,DPA,11/15/95,11/15/95
4121,4121001,XGNS,11/16/95,11/16/95
4121,4121001,BBC,11/19/95,11/19/95
4121,4121001,Indian Ocean Newsletter,11/25/95,11/25/95
4121,4121003,XGNS,12/20/01,12/017/95
4121,4121003,DPA,12/17/95,12/17/95
4121,4121003,AP,12/17/95,12/17/95
4121,4121003,XGNS,12/18/95,12/18/95
4121,4121003,UPI,12/18/95,12/18/95
4121,4121003,NYT,12/18/95,12/18/95
4121,4121003,LONGD,12/18/95,12/18/95
4121,4121003,DPA,12/18/95,12/18/95
4121,4121003,BBC,12/18/95,12/18/95
4121,4121003,Middle East Economic Digest,1/5/96,1/5/96
4121,4121005,AP,12/18/95,12/18/95
4121,4121005,XGNS,12/19/95,12/19/95
4121,4121005,TASS,12/19/95,12/19/95
4121,4121005,NYT,12/19/95,12/19/95
4121,4121006,DPA,12/19/95,12/19/95
4121,4121006,LONTIMS,12/20/95,12/20/95
4121,4121007,AP,12/20/95,12/20/95
4121,4121007,MEMIR,12/21/95,12/21/95
4121,4121009,BBC,12/22/95,12/22/95
4121,4121010,TASS,12/25/95,12/25/95
4121,4121012,UPI,8/16/96,8/16/96
4121,4121012,DPA,8/16/96,8/16/96
4121,4121002,AP,12/17/95,"d12/17/95, AM cycle, International News"
4121,4121002,XGNS,12/17/95,"d12/17/95, Item #1217013"
4121,4121002,BBC,12/18/95,"d12/18/95, Part 5: EE/D2490/A"
4121,4121002,AP,12/18/95,"d12/18/95, AM cycle, International News"
4121,4121002,AP,12/18/95,"d12/18/95, PM cycle, International News"
4121,4121002,DPA,12/18/95,"d12/18/95, BC Cycle, International News"
4121,4121002,NYT,12/18/95,"d12/18/95, Late Edition-Final, sA, p11, c5"
4121,4121002,LONGD,12/18/95,"d12/18/95, Foreign Page, p9"
4121,4121002,FBIS,12/18/95,"d12/18/95, Daily Report, FBIS-NES-95-243"
4121,4121002,AFNEWS,12/19/95,d12/95
4121,4121004,AP,12/18/95,"d12/18/95, AM cycle, International News"
4121,4121004,AP,12/18/95,"d12/18/95, PM cycle, International News"
4121,4121004,BBC,12/18/95,"d12/18/95, Part 5: EE/D2490/A"
4121,4121004,DPA,12/18/95,"d12/18/95, BC Cycle, International News"
4121,4121004,FBIS,12/18/95,"d12/18/95, Daily Report, FBIS-NES-95-243"
4121,4121008,FBIS,12/21/95,"d12/21/95, Daily Report, FBIS-NES-95-245"
4121,4121008,BBC,12/22/95,"d12/22/95, Part 4: EE/D2494/ME"
4121,4121011,UPI,4/12/96,"d4/12/96, BC Cycle, International"
4121,4121013,BBC,8/15/96,"d8/15/96, Part 5: AL/D2691/A"
4121,4121013,AFX,8/20/96,"d8/20/96, Other, General News"
4121,4121013,INTPS,8/29/96,d8/29/96
4121,4121013,BBC,8/30/96,"d8/30/96, Part 5, AL/D2704/A"
4121,4121013,UPI,8/31/96,"d8/31/96, BC Cycle, International"
4121,4121014,DPA,8/16/96,"d8/16/96, BC Cycle, International News"
4121,4121014,UPI,8/16/96,"d8/16/96, BC Cycle, International"
4121,4121014,AFP,8/17/96,"d8/17/96, International News"
4121,4121014,BBC,8/17/96,"d8/17/96, Part 5, AL/D2693/A"
4122,4122001,XGNS,9/23/96,"September 23, 1996, Monday; Item #: 0923205; ""heavy fightings reported on zairean-rwandan border"""
4122,4122001,AP,9/23/96,"September 23, 1996, Monday, AM cycle; ""Zairian Troops Fire Across Rwandan Border"""
4122,4122001,XGNS,9/24/96,"September 24, 1996, Tuesday; Item #: 0924014; ""zaire, rwanda agree to observe border ceasefire"""
4122,4122001,XGNS,9/24/96,"September 24, 1996, Tuesday; Item #: 0924160; ""rwanda, zaire exchange fire overnight"""
4122,4122001,DPA,9/24/96,"September 24, 1996, Tuesday, BC Cycle; 13:47CET; ""Fresh fighting on border between Rwanda and Zaire..."""
4122,4122001,BBC,9/24/96,"September 24, 1996, Tuesday; AL/D2725/A; quoting: RFI, 0730gmt, 23 Sep 96"
4122,4122001,AP,9/24/96,"September 24, 1996, Tuesday, AM cycle; ""Zairian, Rwandan Troops Battle for Second Night"""
4122,4122001,LONTIMS,9/25/96,"September 25, 1996, Wednesday; ""Zaire and Rwanda in border clashes"""
4122,4122001,NYT,9/25/96,"September 25, 1996, Wednesday, Late Edition - Final; Section A; Page 11; Column 1"
4122,4122001,DPA,9/25/96,"September 25, 1996, Wednesday, BC cycle; 06:46CET; ""Rwanda and Zaire agree ceasefire after border clashes"""
4122,4122001,BBC,9/25/96,"September 25, 1996, Wednesday; AL/D2726/A; quoting: RFI, 1730gmt, 23 Sep 96"
4122,4122001,BBC,9/25/96,"September 25, 1996, Wednesday; AL/D2726/A; quoting: Radio Rwanda, 1800gmt, 23 Sep 96"
4122,4122001,BBC,9/26/96,"September 26, 1996, Thursday; AL/D2727/A; quoting: RFI, 1730gmt, 24 Sep 96"
4122,4122001,BBC,9/26/96,"September 26, 1996, Thursday; AL/D2727/A; quoting: Radio Rwanda, 1800gmt, 24 Sep 96"
4122,4122001,BBC,9/28/96,"September 28, 1996, Saturday; AL/D2729/A; quoting: Africa No 1 radio, Libreville, 1830gmt, 26 Sep 96"
4122,4122001,KEES,9/19/96,"September 1996; pg. 41260, col. 1; ""Tension with Zaire"""
4122,4122002,KEES,10/19/96,"October 1996, pg. 41302, Africa, Zaire"
4122,4122002,XGNS,10/22/96,"October 22, 1996, Tuesday; Item #: 1022004"
4122,4122002,XGNS,10/22/96,"October 22, 1996, Tuesday; Item #: 1022010"
4122,4122002,XGNS,10/24/96,"October 24, 1996, Thursday; Item #: 1024014"
4122,4122002,XGNS,10/26/96,"October 26, 1996, Saturday; Item #: 1026160"
4122,4122002,AP,10/26/96,"October 26, 1996, Saturday, AM cycle"
4122,4122002,XGNS,10/27/96,"October 27, 1996, Sunday; Item #: 1027153"
4122,4122002,BBC,10/29/96,"October 29, 1996, Tuesday; AL/D2755/A; quoting: Voix du Zaire, 1800gmt, 27 Oct 96"
4122,4122002,TASS,10/30/96,"October 30, 1996, Wednesday"
4122,4122002,INTPS,10/30/96,"October 30, 1996, Wednesday"
4122,4122002,LONDIND,10/30/96,"October 30, 1996, Wednesday, pg. 11"
4122,4122002,DPA,10/30/96,"October 30, 1996, Wednesday, BC cycle, 16:17CET"
4122,4122002,BBC,10/30/96,"October 30, 1996, Wednesday; AL/D2756/A; quoting: RFI, 0730gmt, 29 Oct 96"
4122,4122002,AP,10/30/96,"October 30, 1996, Wednesday, PM cycle"
4122,4122002,AFX,10/30/96,"October 30, 1996, Wednesday"
4122,4122002,XGNS,10/31/96,"October 31, 1996, Thursday; Item #: 1031122"
4122,4122002,OTTCIT,10/31/96,"October 31, 1996, Thursday, FINAL EDITION, pg. A6"
4122,4122002,IHT,10/31/96,31-Oct-96
4122,4122002,LONDIND,10/31/96,"October 31, 1996, Thursday, pg. 11"
4122,4122002,LONGD,10/31/96,"October 31, 1996, pg. 2"
4122,4122002,The Gazette (Montreal),10/31/96,"October 31, 1996, Thursday, FINAL EDITION, pg. A1"
4122,4122002,LONDT,10/31/96,"October 31, 1996, Thursday, pg. 18"
4122,4122002,Calgary Herald,10/31/96,"October 31, 1996, Thursday, FINAL EDITION, pg. A5"
4122,4122002,BBC,10/31/96,"October 31, 1996, Thursday; AL/D2757/A; quoting: RFI, 1230gmt, 30 Oct 96"
4122,4122002,BBC,10/31/96,"October 31, 1996, Thursday; AL/D2757/A; quoting: RTBF Radio 1, Brussels, 1700gmt, 29 Oct 96"
4122,4122002,FOF,10/31/96,"October 31, 1996, vol. 56, no. 2917, pg. 793, col. 1"
4122,4122002,DPA,11/1/96,"November 1, 1996, Friday, BC cycle, 18:41CET"
4122,4122002,DPA,11/1/96,"November 1, 1996, Friday, BC cycle, 14:04CET"
4122,4122002,CNN,11/1/96,"November 1, 1996, Friday, 18:00ET; Transcript #: 96110101V63"
4122,4122002,BBC,11/1/96,"November 1, 1996, Friday; AL/D2758/A; quoting: La Chaine Info, Paris, 1700gmt, 30 Oct 96"
4122,4122002,BBC,11/1/96,"November 1, 1996, Friday; AL/D2758/A; quoting: France Inter radio, 1200gmt, 31 Oct 96"
4122,4122002,BBC,11/1/96,"November 1, 1996, Friday; AL/D2758/A; quoting: RFI, 0730gmt, 31 Oct 96"
4122,4122002,AP,11/1/96,"November 1, 1996, Friday, AM cycle"
4122,4122002,AFX,11/1/96,"November 1, 1996, Friday"
4122,4122002,NYT,11/2/96,"November 2, 1996, Saturday, Late Edition-Final, sec. 1, pg. 1, col. 1"
4122,4122002,IHT,11/2/96,2-Nov-96
4122,4122002,LONDIND,11/2/96,"November 2, 1996, Saturday, pg. 13"
4122,4122002,LONGD,11/2/96,"November 2, 1996, pg. 3"
